"Date","Area","OSgrid","longitude","latitude","Alt","Aspect","Incline","Location","Obs","FAH","OAH","Air.Temp","Wind.Dir","Wind.Speed","Cloud","Precip.Code","Drift","Total.Snow.Depth","Foot.Pen","Ski.Pen","Rain.at.900","Summit.Air.Temp","Summit.Wind.Dir","Summit.Wind.Speed","Max.Temp.Grad","Max.Hardness.Grad","No.Settle","Snow.Index","Insolation","Crystals","Wetness","AV.Cat","Snow.Temp"
2017-01-08 10:42:00,"Torridon","NH248736",-4.94304673644392,57.7179069813285,"631",55,36,"Beinn Liath Bheag, Fannaich","AC","Low","Low","6.4",278,5,90,"0 - None","0",31,3,0,0,5.5,203,28,0,1,36,0,3,0,1,0,0
2017-01-09 11:00:00,"Torridon","NG968593",-5.40022004962324,57.5779005804253,"731",102,30,"Coire an Laoigh, Beinn Eighe","AC/BM","Low","Low","0.6",92,15,100,"0 - None","0",1,1,0,0,-0.7,247,25,NA,NA,36,0,3,0,1,0,0
2017-01-10 11:45:00,"Torridon","NG984606",-5.37459316969984,57.5902741819513,"900",60,40,"Beinn Eighe - Creag Dubh","BM","Moderate","Low","1.3",0,10,100,"4 - Light Showers","0",55,12,0,1,2.8,247,31,0,1,36,0,3,0,2,0,0
2017-01-11 11:30:00,"Torridon","NG981636",-5.38210225066991,57.6170402859017,"720",90,25,"Meall a' Ghiubhais","BM","Moderate","Moderate","-1",220,40,70,"4 - Light Showers","1",20,2,0,0,-1.7,292,57,1.8,1,40,0,3,0,1,0,0
2017-01-12 11:30:00,"Torridon","NG968594",-5.400303772554,57.5787972369289,"785",130,30,"Coire an Laoigh, Beinn Eighe","BM","Moderate","Moderate","-3.9",330,20,100,"6 - Snow Showers","1",117,15,0,0,-4.7,270,28,1,1,44,0,3,5,1,0,-4.1
2017-01-13 11:46:00,"Torridon","NG938585",-5.44961311997818,57.5693685663326,"610",122,27,"Choire Dhuibh Bhig, Liathach","AC","Moderate","Moderate","-2.2",348,5,85,"6 - Snow Showers","1",49,35,0,0,-4.3,337,38,1,1,50,0,3,5,1,0,-1.8
2017-01-14 11:02:00,"Torridon","NG946583",-5.43609436172617,57.5679395900872,"657",102,33,"Stuc a Choire Dhuibh Bhig, Liathach","AC","Moderate","Moderate","0.4",322,5,100,"2 - Trace","0",42,15,0,0,-1.4,337,19,0.7,1,56,0,3,5,1,0,-1.1
2017-01-15 11:21:00,"Torridon","NH245770",-4.95055995789336,57.7482887952228,"610",106,28,"Meall Leacachain, Fannaichs","AC","Moderate","Low","5.2",278,15,100,"","0",40,15,0,1,5,315,23,0.4,2,58,0,4,0,1,0,-0.1
2017-01-16 11:09:00,"Torridon","NG989608",-5.36641012615259,57.5922904854525,"658",96,25,"Creag Dhubh (Beinn Eighe)","AC","Low","Low","5.5",280,10,95,"0 - None","0",63,8,0,1,4.8,225,17,0.1,2,58,0,4,0,1,0,0
2017-01-17 11:35:00,"Torridon","NG967593",-5.40188920469928,57.5778555955264,"720",75,30,"Coire an Laoigh, Beinn Eighe","SA","Low","Low","5.3",190,10,100,"0 - None","0",30,18,0,1,5.5,220,26,0,1,58,0,4,0,2,0,0
2017-01-18 11:15:00,"Torridon","NG989607",-5.36632719364101,57.5913937994965,"699",60,31,"Creag Dhubh (Beinn Eighe)","SA","Low","Low","3.7",180,10,100,"0 - None","0",65,10,0,1,3.5,224,44,0,1,58,0,4,0,2,0,0
2017-01-19 10:45:00,"Torridon","NG967593",-5.40188920469928,57.5778555955264,"760",70,38,"Coire an Laoigh, Beinn Eighe","SA","Low","Low","2.7",230,10,100,"0 - None","0",75,10,0,0,3,230,28,0,2,58,0,4,0,1,0,0
2017-01-20 11:09:00,"Torridon","NG966595",-5.40372596925004,57.5796038952113,"881",128,36,"Coire an Laoigh, Beinn Eighe","AC","Low","Low","5.8",NA,0,0,"0 - None","0",86,10,0,0,4.2,157,6,0,2,58,0,4,0,1,0,0
2017-01-21 11:03:00,"Torridon","NG932577",-5.45894405716106,57.5619216138181,"780",54,38,"Toll a' Meitheach, Liathach","AC/DC","Low","Low","1.5",106,15,0,"0 - None","0",42,5,0,0,-0.4,180,23,1.7,1,58,0,4,0,1,0,0
2017-01-22 11:26:00,"Torridon","NG986635",-5.37366408134586,57.6163671028173,"558",116,28,"Meall a' Ghiuthais","AC/DC","Low","Low","1.1",NA,0,100,"0 - None","0",26,1,0,0,-1.3,205,7,0,2,58,0,4,0,1,0,0
2017-01-23 11:12:00,"Torridon","NG988610",-5.36824596022874,57.5940393084256,"680",88,24,"Creag Dhubh, Beinn Eighe","AC/DC","Low","Low","0.4",120,10,50,"0 - None","0",40,0,0,0,-1.7,157,29,0.5,2,58,0,4,0,1,0,-1
2017-01-24 11:09:00,"Torridon","NH231781",-4.97485896370543,57.7576061842409,"694",182,22,"Meall nan Doireachan, Fannaichs","AC","Low","Low","4.4",244,15,100,"0 - None","0",63,2,0,0,3.7,180,29,0,1,58,0,4,0,1,0,0
2017-01-25 10:47:00,"Torridon","NH141764",-5.12455557899578,57.7387205847476,"564",103,30,"Meall an-t-Sith (Fannaichs)","AC","Low","Low","7.3",191,10,100,"0 - None","0",28,8,0,0,5.1,203,52,0,2,58,0,4,0,2,0,0
2017-01-26 11:23:00,"Torridon","NG977635",-5.38870258071971,57.6159644329814,"852",124,24,"Meall a' Ghiuthais","AC","Low","Low","6.2",166,15,0,"0 - None","0",44,5,0,0,4.5,360,8,0,2,58,0,4,0,1,0,0
2017-01-27 10:57:00,"Torridon","NG782424",-5.69523861909357,57.4176672536907,"724",338,24,"Sgurr a' Chaorachain, Applecross","AC","Moderate","Low","2.3",132,5,25,"0 - None","0",47,0,0,0,2.8,45,6,1.5,2,58,0,4,0,1,0,-2.1
2017-01-28 11:38:00,"Torridon","NG992609",-5.36148329398437,57.5933206793265,"551",102,26,"Creag Dhubh, Beinn Eighe","AC","Low","Low","2.1",NA,0,100,"2 - Trace","0",34,8,0,0,-0.7,247,9,0.2,1,58,0,4,0,1,0,0
2017-01-29 12:00:00,"Torridon","NG990608",-5.36474024880786,57.5923350086714,"639",80,36,"Creag Dhubh (Beinn Eighe)","SA","Low","Low","0.7",220,5,90,"2 - Trace","0",53,2,0,0,-0.1,220,19,0,3,60,0,4,0,1,0,0
2017-01-30 11:45:00,"Torridon","NG966593",-5.40355835482308,57.5778105885998,"798",84,36,"Stuc Coire an Laoigh","SA","Low","Low","1.8",210,10,10,"2 - Trace","0",28,3,0,0,0,130,24,1,4,62,0,4,0,1,0,-0.8
2017-01-31 11:15:00,"Torridon","NG989607",-5.36632719364101,57.5913937994965,"693",75,30,"Creag Dhubh","SA","Low","Low","1.2",140,10,100,"","0",98,1,0,1,1,190,8,0,2,64,0,4,0,1,0,0
2017-02-01 10:47:00,"Torridon","NG967593",-5.40188920469928,57.5778555955264,"754",75,34,"Upper Coire an Laoigh, Beinn Eighe","AC","Low","Low","2.1",90,5,75,"0 - None","0",31,2,0,0,2.5,90,26,0,3,64,0,6,0,1,0,0
2017-02-02 10:52:00,"Torridon","NH157610",-5.08595593394272,57.6012549410137,"706",132,26,"Creagan nan Laogh, Fionn Bheinn","AC","Low","Low","4.8",130,10,100,"0 - None","0",18,5,0,0,6,90,28,0,1,64,0,6,0,1,0,0
2017-02-03 11:09:00,"Torridon","NH250735",-4.93962126895905,57.717087885961,"609",94,21,"Beinn Liath Bheag, Fannaichs","AC","Low","Low","3.5",194,25,50,"0 - None","0",28,3,0,0,1.2,180,21,0,2,64,0,6,0,1,0,0
2017-02-04 11:03:00,"Torridon","NG993610",-5.3598961395086,57.594261829617,"548",133,28,"Leathad Buidhe, Creag Dhubh, Beinn Eighe","AC","Low","Moderate","1.2",268,5,100,"2 - Trace","0",55,5,0,0,-1.4,247,18,0,3,64,0,6,0,1,0,0
2017-02-05 12:00:00,"Torridon","NG965594",-5.40531134563019,57.5786622115058,"862",63,24,"Spidean Coire nan  Clach ","SA","Moderate","Moderate","-1.3",180,5,90,"6 - Snow Showers","1",50,20,0,0,1.8,130,5,0.7,3,66,0,6,0,1,0,-1.2
2017-02-06 11:20:00,"Torridon","NG933584",-5.45787135287608,57.5682435767853,"709",310,32,"Coireag Dubh Mor, Liathach","SA","Moderate","Moderate","-0.2",160,25,60,"6 - Snow Showers","1",42,28,0,0,-2,90,28,0.6,1,72,0,6,0,1,0,-1.2
2017-02-07 11:20:00,"Torridon","NG967595",-5.40205673731905,57.5796489052335,"815",190,33,"Spidean Coire nan  Clach ","SA","Moderate","Moderate","0.7",220,4,95,"6 - Snow Showers","1",63,25,0,0,0,310,13,0.5,2,78,0,6,0,1,0,-0.2
2017-02-08 10:45:00,"Torridon","NG990607",-5.36465735724165,57.5914383211839,"666",300,22,"Cream Dhub, Beinn Eighe","SA","Moderate","Moderate","-0.3",140,5,5,"4 - Light Showers","1",45,2,0,0,0,130,9,1.2,4,84,0,6,0,1,0,-2.4
2017-02-09 11:42:00,"Torridon","NG931583",-5.46112338700872,57.567255470658,"712",301,36,"Coireag Dubh Mor, Liathach","AC","Moderate","Moderate","-1.7",0,0,5,"0 - None","0",31,25,0,0,-1.6,68,7,4.7,3,88,0,6,10,1,0,-2.1
2017-02-10 11:04:00,"Torridon","NG965596",-5.40547905177883,57.5804555146078,"972",302,28,"Spidean Coire nan Clach, Beinn Eighe","AC","Moderate","Moderate","-3.9",117,3,90,"0 - None","0",42,15,0,0,-3.6,68,8,2.6,4,88,0,6,0,1,0,-5.1
2017-02-11 11:21:00,"Torridon","NH219725",-4.99084424015347,57.7068999265863,"915",350,34,"Beinn Liath Mhor Fannaich","AC","Moderate","Moderate","-3.8",91,10,80,"0 - None","0",66,2,0,0,-2.2,113,23,1,4,88,0,6,10,1,0,-5.9
2017-02-12 10:58:00,"Torridon","NG988607",-5.3679970251354,57.5913492557679,"774",66,33,"Creag Dhubh, Beinn Eighe","AC","Low","Low","-2.1",113,10,60,"0 - None","0",51,5,0,0,-1.7,113,17,1.3,1,88,0,6,0,1,0,-2.9
2017-02-13 11:30:00,"Torridon","NG967594",-5.40197296853284,57.578752250483,"750",80,25,"Coire Laoigh, Beinn Eighe","Cube","Low","Low","0.5",125,15,0,"0 - None","0",45,10,0,0,3,NA,26,0.1,1,88,0,6,0,1,0,-0.2
2017-02-14 11:30:00,"Torridon","NG936578",-5.45235567253185,57.5630010142069,"620",110,27,"Coire Liath Mhor, Liathach","Cube","Low","Low","9",120,15,0,"0 - None","0",27,5,0,0,4,NA,24,0,0,88,0,6,0,1,0,-0.1
2017-02-15 11:00:00,"Torridon","NG989608",-5.36641012615259,57.5922904854525,"660",55,27,"North East Corrie of Creag Dhubh, Beinn Eighe","Cube","Low","Low","3.5",0,0,0,"0 - None","0",37,0,0,0,5,135,7,0.2,1,88,0,8,0,1,0,0
2017-02-16 10:48:00,"Torridon","NG969593",-5.39855088959736,57.5779455432963,"686",328,22,"Upper Coire an Laoigh, Beinn Eighe","AC","Low","Low","4.1",207,5,100,"0 - None","0",28,10,0,1,3.3,315,31,0,1,88,0,8,0,2,0,0
2017-02-17 10:42:00,"Torridon","NG983634",-5.3785936477167,57.6153364068734,"640",101,21,"Meall a' Ghiuthais","AC","Low","Low","7.5",222,5,95,"0 - None","0",31,10,0,0,3.9,180,23,0,2,88,0,8,0,2,0,0
2017-02-18 11:42:00,"Torridon","NH206729",-5.01292696550566,57.7099708995619,"616",348,23,"Sgurr Mor, Fannaichs","AC","Low","Low","6.1",276,10,90,"0 - None","0",35,10,0,1,3.7,103,39,0,1,88,0,8,0,2,0,0
2017-02-19 11:09:00,"Torridon","NH151724",-5.10470860030929,57.7032576032307,"746",89,30,"Druim Reidh, Toman Coinnich, Fannaichs","AC","Low","Low","4.5",194,10,95,"0 - None","0",38,1,0,0,4.2,203,33,0,2,88,0,8,0,1,0,0
2017-02-20 11:30:00,"Torridon","NG966594",-5.40364215955904,57.5787072420086,"740",25,28,"Coire an Laoigh, Beinn Eighe","Cube","Low","Low","4",260,20,100,"","0",31,0,0,1,3,270,31,0,0,88,0,8,0,2,0,0
2017-02-21 11:40:00,"Torridon","NG786424",-5.68859325530032,57.4178622178142,"770",100,0,"Sgurr a' Chaorachain (Bealach na Ba Mast)","Cube","Low","Low","4",225,40,100,"0 - None","0",0,0,0,1,3,225,51,NA,NA,88,0,8,0,2,0,0
2017-02-22 15:24:00,"Torridon","NG974594",-5.39028849281011,57.5790666929984,"600",100,0,"Coire an Laoigh, Beinn Eighe","Cube","Low","Low","-1",240,25,100,"4 - Light Showers","1",0,0,0,0,0,280,37,NA,NA,88,0,8,0,1,0,0
2017-02-23 11:06:00,"Torridon","NH226736",-4.97992512134671,57.7170437788556,"618",103,19,"North Top, Beinn Liath Mhor Fannaich","AC","Moderate","Low","-1.3",275,5,100,"8 - Snow","0",18,18,0,0,-4,293,18,0.5,1,92,0,8,0,1,0,-0.7
2017-02-24 10:57:00,"Torridon","NH141764",-5.12455557899578,57.7387205847476,"596",101,16,"Meall an-t-Sithe, Fannaichs","AC","Moderate","Low","-0.5",236,15,100,"0 - None","0",21,20,0,0,-1.2,203,22,0.3,2,100,0,8,0,1,0,-0.1
2017-02-25 11:51:00,"Torridon","NG967593",-5.40188920469928,57.5778555955264,"760",52,26,"Coire an Laoigh, Beinn Eighe","AC/DC","Low","Low","2.4",16,10,100,"0 - None","0",41,15,0,0,1.9,270,26,0,1,100,0,8,0,1,0,0
2017-02-26 11:04:00,"Torridon","NG990607",-5.36465735724165,57.5914383211839,"676",22,45,"E ridge, Creag Dhubh, Beinn Eighe","AC/DC","Moderate","Moderate","1",158,5,100,"2 - Trace","0",29,20,0,0,0.8,180,24,0,2,100,0,8,0,1,0,0
2017-02-27 12:35:00,"Torridon","NG993608",-5.35973058736558,57.5924684460745,"600",50,31,"Creag Dhubh (Beinn Eighe)","SA","Moderate","Moderate","1.1",185,15,20,"8 - Snow","1",45,25,0,0,-3,180,21,0.3,2,102,0,8,0,1,0,-0.1
2017-02-28 11:57:00,"Torridon","NG966596",-5.4038097838965,57.5805005482079,"936",262,28,"Spidean Coire nan  Clach ","SA","Moderate","Moderate","0.3",20,15,50,"4 - Light Showers","1",47,10,0,0,-1.8,44,6,2.1,2,110,0,8,0,1,0,-2.3
2017-03-01 11:00:00,"Torridon","NG778422",-5.70170275447147,57.4156791662873,"649",170,20,"Sgurr a'Chaorachin","SA","Moderate","Moderate","-0.1",300,6,90,"6 - Snow Showers","1",30,20,0,0,-2,270,11,0.3,4,114,0,10,0,1,0,0
2017-03-02 10:30:00,"Torridon","NG991607",-5.36298751593974,57.5914828208299,"650",90,30,"Crag Dhubh","SA","Moderate","Moderate","1.3",282,20,95,"8 - Snow","1",63,25,0,0,-2,310,24,0.6,3,120,0,10,0,1,0,-0.6
2017-03-03 12:10:00,"Torridon","NG972594",-5.39362693916031,57.5789769624249,"630",55,33,"Coire an Laoigh, Beinn Eighe","Cube","Moderate","Moderate","1.3",190,10,15,"","0",52,32,0,0,1,NA,6,0.2,2,128,0,10,5,1,0,-0.4
2017-03-04 12:10:00,"Torridon","NG993608",-5.35973058736558,57.5924684460745,"580",105,29,"Creag Dhubh, Beinn Eighe","Cube","Moderate","Moderate","1",90,15,100,"4 - Light Showers","1",34,6,0,0,0,90,28,0.1,1,128,0,10,0,2,0,-0.1
2017-03-05 11:00:00,"Torridon","NG968594",-5.400303772554,57.5787972369289,"690",30,25,"Coire an Laoigh, Beinn Eighe","Cube","Moderate","Moderate","2",0,0,15,"0 - None","0",52,15,0,0,1,180,19,0.5,1,132,0,10,5,2,0,-0.5
2017-03-06 11:19:00,"Torridon","NH149731",-5.10859786267584,57.7094535951387,"706",288,22,"Druim Reidh, Toman Coinnich, Fannaichs","AC","Moderate","Moderate","1.7",180,15,95,"0 - None","0",78,8,0,0,0.5,203,17,1.2,1,132,0,10,0,1,0,-1.2
2017-03-07 10:43:00,"Torridon","NH225735",-4.98152754481553,57.7161072850252,"718",42,30,"N Top, Beinn Liath Mor Fannaich","AC","Moderate","Moderate","0.5",222,5,15,"2 - Trace","0",85,6,0,0,0.2,180,16,0.8,3,132,0,10,0,1,0,-0.8
2017-03-08 11:14:00,"Torridon","NG967593",-5.40188920469928,57.5778555955264,"757",76,30,"Coire an Laoigh, Beinn Eighe","AC","Moderate","Moderate","1.1",92,10,100,"6 - Snow Showers","0",48,25,0,0,0.5,247,54,0,1,134,0,10,0,1,0,0
2017-03-09 11:19:00,"Torridon","NG985607",-5.37300649016473,57.5912154923356,"925",160,38,"Creag Dhubh, Beinn Eighe","AC","Moderate","Moderate","-0.3",274,10,20,"4 - Light Showers","1",48,10,0,0,1.9,293,21,0.1,3,140,0,10,0,1,0,-0.1
2017-03-10 12:10:00,"Torridon","NG982638",-5.38059799426375,57.6188783668687,"620",40,24,"Meall a Ghiubhais","Cube","Low","Low","4",180,10,100,"","0",37,3,0,1,4,160,21,0,2,144,0,10,0,2,0,0
2017-03-11 12:10:00,"Torridon","NG786428",-5.68895431218179,57.4214478152702,"750",10,28,"Sgurr a'Chaorachin","Cube","Low","Low","5",180,20,100,"","0",56,8,0,1,4,225,29,0,0,144,0,10,0,2,0,0
2017-03-12 11:00:00,"Torridon","NG968594",-5.400303772554,57.5787972369289,"690",35,22,"Coire an Laoigh, Beinn Eighe","Cube","Low","Low","4",0,0,100,"","0",37,7,0,1,4,250,23,0,0,144,0,10,0,2,0,0
2017-03-13 13:42:00,"Torridon","NH248736",-4.94304673644392,57.7179069813285,"619",51,29,"Beinn Liath Bheag, Fannaichs","AC","Low","Low","5.6",243,5,50,"0 - None","0",51,12,0,0,2.4,203,28,0,1,144,0,10,0,1,0,0
2017-03-14 11:07:00,"Torridon","NG968593",-5.40022004962324,57.5779005804253,"715",67,24,"Coire an Laoigh, Beinn Eighe","AC","Low","Low","2.7",96,15,100,"0 - None","0",43,8,0,0,2.5,270,63,0,1,144,0,10,0,2,0,0
2017-03-15 10:38:00,"Torridon","NG990609",-5.36482314527703,57.5932316959545,"618",91,34,"Creag Dhubh, Beinn Eighe","AC","Low","Low","3.7",279,5,100,"","0",27,10,0,1,3.6,203,47,0,2,144,0,12,0,2,0,0
2017-03-16 10:42:00,"Torridon","NG984635",-5.37700600462188,57.6162777750621,"634",69,26,"Meall a' Ghiuthais","AC","Moderate","Moderate","2.4",234,5,100,"2 - Trace","0",38,12,0,0,0.9,270,32,0,1,144,0,12,0,2,0,0
2017-03-17 11:14:00,"Torridon","NH248736",-4.94304673644392,57.7179069813285,"615",61,30,"Beinn Liath Bheag, Fannaichs","AC","Moderate","Moderate","0.6",293,10,100,"8 - Snow","0",79,12,0,0,-0.3,203,21,0.4,2,146,0,12,0,1,0,-0.3
2017-03-18 11:58:00,"Torridon","NG966593",-5.40355835482308,57.5778105885998,"844",65,33,"Spidean Coire nan  Clach ","SA","Moderate","Moderate","3.2",210,8,100,"6 - Snow Showers","0",61,19,0,1,0,210,16,0.4,1,154,0,12,0,2,0,0
2017-03-19 11:00:00,"Torridon","NG968592",-5.40013633164231,57.5770039237158,"730",70,30,"Spidean Coire nan  Clach ","SA","Moderate","Moderate","2.2",240,15,90,"4 - Light Showers","0",35,18,0,1,-0.1,270,24,0.5,1,160,0,12,0,2,0,0
2017-03-20 11:00:00,"Torridon","NG773426",-5.71037194483942,57.4190200603689,"623",70,25,"Meal Gorm","SA","Moderate","Moderate","0.7",227,40,90,"4 - Light Showers","1",22,15,0,0,0.7,225,46,0,1,164,0,12,0,1,0,0
2017-03-21 10:15:00,"Torridon","NG990607",-5.36465735724165,57.5914383211839,"677",38,38,"Creag Dhubh, Beinn Eighe","SA","Moderate","Moderate","0",200,25,75,"6 - Snow Showers","1",52,5,0,0,-2,230,40,0,4,168,0,12,0,1,0,0
2017-03-22 12:02:00,"Torridon","NG931586",-5.46137895919504,57.5699452725781,"616",61,36,"Coireag Dubh Mor, Liathach","AC","Moderate","Moderate","1.6",102,8,55,"0 - None","0",46,8,0,0,0.2,90,16,0.9,1,174,0,12,0,1,0,-0.9
2017-03-23 10:58:00,"Torridon","NG965595",-5.40539519622558,57.5795588631599,"933",138,30,"Spidean Coire nan Clach, Beinn Eighe","AC","Moderate","Moderate","-1.7",62,5,2,"0 - None","0",93,10,0,0,1.1,225,6,1.7,1,174,0,12,0,1,0,-1.7
2017-03-24 10:56:00,"Torridon","NG787425",-5.68702211689023,57.4188073055192,"758",56,29,"Sgurr a' Chaorachain, Applecross","AC","Moderate","Moderate","1.7",190,5,100,"0 - None","0",37,15,0,0,1.9,225,30,0.5,1,174,0,12,0,1,0,-0.5
2017-03-25 10:42:00,"Torridon","NG989607",-5.36632719364101,57.5913937994965,"736",52,22,"Creag Dhubh, Beinn Eighe","AC","Low","Low","7.4",201,15,0,"0 - None","0",41,10,0,0,5.8,225,17,0,2,174,0,12,0,1,0,0
2017-03-26 10:10:00,"Torridon","NG987607",-5.36966685172243,57.5913046899981,"791",70,40,"Creag Dhubh, Beinn Eighe","SA","Low","Low","8",150,7,5,"0 - None","0",53,10,0,0,7,130,7,0,2,174,0,12,0,1,0,0
2017-03-27 09:30:00,"Torridon","NG967594",-5.40197296853284,57.578752250483,"739",110,38,"Spidean Coire Nan Clach","SA","Low","Low","9",100,2,5,"0 - None","0",49,15,0,0,11,136,2,0,3,174,0,12,0,1,0,0
2017-03-28 10:21:00,"Torridon","NH151728",-5.10501592767829,57.7068452086411,"740",66,18,"Druim Reidh, Toman Coinnich, Fannaichs","AC","Low","Low","5.5",125,2,60,"0 - None","0",59,3,0,0,5.8,113,3,0,4,174,0,12,0,1,0,0
2017-03-29 09:42:00,"Torridon","NH248736",-4.94304673644392,57.7179069813285,"618",55,38,"Beinn Liath Bheag, Fannaichs","AC","Low","Low","3",139,8,100,"0 - None","0",58,8,0,0,4.5,113,21,0,2,174,0,12,0,1,0,0
2017-03-30 10:06:00,"Torridon","NG967593",-5.40188920469928,57.5778555955264,"742",65,32,"Coire an Laoigh, Beinn Eighe","AC","Low","Low","5.3",100,10,100,"0 - None","0",47,15,0,1,5.5,203,31,0,2,174,0,12,0,2,0,0
2017-03-31 10:20:00,"Torridon","NG967592",-5.40180544581795,57.5769589403639,"785",360,27,"Coire an Laoigh, Beinn Eighe","SA","Low","Low","4",185,8,100,"0 - None","0",33,10,0,1,4,180,23,0,2,174,0,12,0,2,0,0
2017-04-01 10:45:00,"Torridon","NG986607",-5.37133667339968,57.5912601021873,"870",20,25,"Creag Dhubh (Beinn Eighe)","SA","Low","Low","5.8",295,10,95,"0 - None","0",32,8,0,1,2,310,13,0,3,174,0,20,0,2,0,0
2017-04-02 10:00:00,"Torridon","NG946593",-5.43694031362752,57.5769058244518,"858",100,28,"Coire an Laoigh","SA","Low",NA,"6.7",220,15,50,"0 - None","0",41,10,0,0,1.7,200,23,0,1,174,0,20,0,1,0,0
2017-12-15 11:10:00,"Torridon","NG971596",-5.39546337019504,57.5807253857575,"605",113,31,"Coire an Laoigh, Beinn Eighe","AC","Considerable -","Moderate","0.5",276,5,100,"0 - None","0",77,35,0,0,-1.6,360,30,0.4,2,0,0,2,5,1,0,-0.5
2017-12-16 11:21:00,"Torridon","NG991608",-5.36307036656018,57.5923795098481,"602",78,37,"Creag Dhubh, Beinn Eighe","AC","Considerable -","Considerable -","0.1",294,5,100,"0 - None","0",56,25,0,0,-1.2,270,10,0.4,1,0,0,2,0,1,0,-1.1
2017-12-17 11:03:00,"Torridon","NG973593",-5.39187420004362,57.5781251744989,"553",32,34,"Coire an Laoigh, Beinn Eighe","AC","Moderate","Low","3.1",248,15,100,"","0",75,20,0,1,1.4,315,44,0,1,0,0,2,0,10,0,0
2017-12-18 10:56:00,"Torridon","NG937595",-5.4521315298664,57.5782890224563,"451",140,23,"Coinneach Mhor, Beinn Eighe","AC","Low","Low","4.5",312,5,80,"0 - None","0",47,20,0,0,2.9,203,36,0,1,0,0,2,0,2,0,0
2017-12-19 11:15:00,"Torridon","NG973590",-5.39162367443678,57.5754351805833,"500",55,32,"Coire an Laoigh, Beinn Eighe","Cube","Low","Low","7.2",200,15,100,"0 - None","0",46,15,0,0,6.6,202,52,0.1,2,0,0,2,0,2,0,-0.3
2017-12-20 15:59:00,"Torridon","NG915568",-5.48653278178834,57.5530716247198,"480",285,27,"Tuill Bhain, Mullach an Rathain","Cube","Low","Low","7",NA,5,30,"0 - None","0",42,15,0,0,3.1,260,17,0.1,0,0,0,2,0,2,0,-0.1
2017-12-21 10:50:00,"Torridon","NG993608",-5.35973058736558,57.5924684460745,"530",80,30,"Creag Dhubh, Beinn Eighe","Cube","Low","Low","4.9",260,10,100,"2 - Trace","0",32,12,0,1,2.9,270,10,0.1,0,0,0,2,0,2,0,-0.1
2017-12-22 11:13:00,"Torridon","NG936579",-5.45244062879205,57.5638976239566,"623",200,30,"Toll a' Meitheach, Liathach","AC","Low","Low","6.4",12,5,100,"2 - Trace","0",26,20,0,1,5.6,225,36,0,2,2,0,2,0,1,0,0
2017-12-23 13:32:00,"Torridon","NG972592",-5.39345982546948,57.577183636851,"578",86,28,"Coire an Laoigh, Beinn Eighe","AC","Low","Low","8",302,15,80,"0 - None","0",38,5,0,0,6.5,248,48,0,1,4,0,2,0,1,0,0
2017-12-24 10:37:00,"Torridon","NG782424",-5.69523861909357,57.4176672536907,"721",321,13,"Sgurr a' Chaorachain, Applecross","AC","Moderate","Low","3.8",0,0,100,"","0",63,2,0,1,2.6,270,8,0,1,4,0,2,0,1,0,0
2017-12-25 10:58:00,"Torridon","NH248736",-4.94304673644392,57.7179069813285,"614",58,33,"Beinn Liath Bheag, Fannaichs","AC","Moderate","Moderate","0",286,5,100,"0 - None","0",43,10,0,0,-0.6,336,3,0.8,4,4,0,2,0,2,0,0
2017-12-26 11:50:00,"Torridon","NG967595",-5.40205673731905,57.5796489052335,"779",170,30,"Coire an Laoigh, Beinn Eighe","SA","Moderate","Moderate","-3",340,10,98,"6 - Snow Showers","1",66,15,0,0,-4,360,21,1,1,4,0,2,0,1,0,-2
2017-12-27 11:45:00,"Torridon","NG967595",-5.40205673731905,57.5796489052335,"800",160,31,"Coire an Laoigh, Beinn Eighe","SA","Moderate","Moderate","-4",360,10,100,"8 - Snow","1",93,20,0,0,-5,NA,28,1,3,10,0,2,0,1,0,-3
2017-12-28 11:15:00,"Torridon","NG967595",-5.40205673731905,57.5796489052335,"750",83,28,"Coire an Laoigh, Beinn Eighe","SA","Moderate","Considerable -","-2",360,8,100,"10 - Heavy Snow","1",85,20,0,0,-4,360,16,1,2,18,0,2,0,1,0,-1
2017-12-29 11:36:00,"Torridon","NG970592",-5.39679808844513,57.5770938243382,"657",132,32,"Stuc Coire an Laoigh, Beinn Eighe","AC","Considerable -","Moderate","-3.6",60,16,100,"0 - None","1",41,20,0,0,-4.1,90,23,1.8,3,28,0,2,5,1,0,-4.3
2017-12-30 11:09:00,"Torridon","NG939586",-5.44802930533571,57.5703107904307,"536",272,17,"Choire Dhuibh Bhig, Liathach","AC","Moderate","Moderate","1.1",330,5,80,"2 - Trace","0",47,15,0,0,-0.6,157,14,1.3,1,28,0,2,0,1,0,-3
2017-12-31 11:06:00,"Torridon","NG968593",-5.40022004962324,57.5779005804253,"706",113,24,"Coire an Laoigh, Beinn Eighe.","AC","Moderate","Moderate","0.8",253,8,100,"0 - None","1",50,15,0,0,-0.2,270,23,0.5,1,30,0,2,0,1,0,-0.8
2018-01-01 11:23:00,"Torridon","NH141765",-5.12463300050016,57.7396174644197,"601",239,34,"Meall an-t-Sithe, Fain, Fannaichs","AC","Moderate","Moderate","0",292,9,90,"0 - None","0",45,10,0,0,-0.6,360,16,0.9,3,30,0,3,0,1,0,-2
